Company,TypeName,Inches,Ram,OpSys,Weight,Res_Width,Res_Height,Touchscreen,PanelType,SSD(GB),HDD(GB),ClockSpeed(GHz),CPU,GPU,Price
Toshiba,Ultrabook,13.3,16,Windows 10,1.2,1920,1080,False,Unknown,512,0,2.5,Intel Core i7,Intel HD Graphics,1747.0
Dell,Ultrabook,14.0,8,Windows 10,1.36,1920,1080,False,Unknown,512,0,2.8,Intel Core i7,Intel HD Graphics,1680.0
Lenovo,Notebook,15.6,4,Windows 10,2.2,1920,1080,False,Unknown,0,500,2.0,Intel Core i3,Intel HD Graphics,409.0
Lenovo,Notebook,11.6,2,Windows 10,1.15,1366,768,False,Unknown,32,0,1.1,Intel Other,Intel HD Graphics,304.45
Lenovo,Workstation,15.6,8,Windows 10,2.67,1920,1080,False,Unknown,512,0,2.8,Intel Core i7,Nvidia Quadro,1925.0
Lenovo,Ultrabook,14.0,8,Windows 10,1.7,2560,1440,False,IPS Panel,512,0,2.8,Intel Core i7,Nvidia GeForce,1943.0
HP,Notebook,15.6,4,Windows 10,2.1,1920,1080,False,Unknown,0,1000,2.0,Intel Core i3,AMD,469.0
Acer,2 in 1 Convertible,13.3,8,Windows 10,1.6,1920,1080,True,IPS Panel,256,0,2.5,Intel Core i7,Intel HD Graphics,789.01
Asus,2 in 1 Convertible,13.3,8,Windows 10,1.27,1920,1080,True,IPS Panel,256,0,2.5,Intel Core i5,Intel HD Graphics,928.0
Dell,Notebook,15.6,4,Linux,2.3,1920,1080,False,Unknown,256,0,2.5,Intel Core i5,AMD,598.9
Dell,Notebook,13.3,4,Windows 10,1.65,1366,768,False,Unknown,128,0,2.0,Intel Core i3,Intel HD Graphics,689.0
HP,Ultrabook,14.0,8,Windows 10,1.43,1920,1080,False,Unknown,256,0,2.5,Intel Core i7,Intel HD Graphics,1500.0
Dell,Notebook,15.6,8,Windows 10,2.14,1366,768,False,Unknown,0,1000,2.5,Intel Core i5,Intel HD Graphics,539.95
Lenovo,Ultrabook,14.0,8,Windows 10,1.75,1920,1080,False,IPS Panel,256,0,1.8,Intel Core i7,AMD,1215.38
Lenovo,2 in 1 Convertible,15.6,16,Windows 10,2.0,3840,2160,True,IPS Panel,512,0,2.8,Intel Core i7,Nvidia GTX,1899.0
Chuwi,Notebook,12.3,6,Windows 10,1.4,2736,1824,False,IPS Panel Retina Display,64,0,1.1,Intel Other,Intel HD Graphics,449.0
HP,Notebook,15.6,8,Windows 10,2.31,1920,1080,False,Unknown,256,0,2.9,Intel Core i7,Intel HD Graphics,1427.0
Asus,Notebook,15.6,8,Linux,2.3,1920,1080,False,Unknown,0,1000,2.4,Intel Core i3,Nvidia GeForce,597.0
Dell,Gaming,17.3,16,Windows 10,4.42,2560,1440,False,IPS Panel,256,1000,2.9,Intel Core i7,Nvidia GTX,2799.0
Dell,Gaming,15.6,8,Windows 10,2.62,1920,1080,False,IPS Panel,128,1000,2.8,Intel Core i7,Nvidia GTX,1159.0
Dell,Notebook,15.6,8,Windows 10,2.02,1920,1080,False,Unknown,256,2000,1.8,Intel Core i7,AMD,1142.4
Dell,Ultrabook,14.0,8,Linux,1.6,1920,1080,False,Unknown,256,0,2.8,Intel Core i7,Intel HD Graphics,1099.0
HP,Gaming,17.3,12,Windows 10,3.35,1920,1080,False,Unknown,256,1000,2.8,Intel Core i7,Nvidia GTX,1999.0
Mediacom,2 in 1 Convertible,11.6,4,Windows 10,1.16,1920,1080,True,IPS Panel,32,0,1.1,Intel Other,Intel HD Graphics,299.0
Samsung,Netbook,11.6,4,Chrome OS,1.15,1366,768,False,Unknown,16,0,1.6,Intel Other,Intel HD Graphics,269.0
Lenovo,Notebook,13.3,8,Windows 10,1.4,1920,1080,False,IPS Panel,256,0,2.7,Intel Core i7,Intel HD Graphics,1010.0
Lenovo,Notebook,14.0,4,Windows 10,1.7,1920,1080,False,IPS Panel,128,0,2.7,Intel Core i3,Intel HD Graphics,599.0
Lenovo,Workstation,15.6,16,Windows 10,2.3,3840,2160,False,IPS Panel,512,0,2.8,Intel Core i7,Nvidia GeForce,2445.0
Lenovo,Notebook,15.6,16,Windows 10,2.5,1920,1080,False,Unknown,512,0,2.9,Intel Core i7,Nvidia Quadro,2449.0
Asus,Gaming,17.3,8,Windows 10,3.2,1920,1080,False,Unknown,256,1000,3.2,AMD,AMD,1695.0
HP,Notebook,15.6,4,Windows 10,2.1,1366,768,False,Unknown,0,500,1.6,Intel Other,Intel HD Graphics,347.0
Google,Ultrabook,12.3,16,Chrome OS,1.1,2400,1600,True,Unknown,512,0,1.3,Intel Core i7,Intel HD Graphics,2199.0
Lenovo,Ultrabook,14.0,24,Windows 10,1.32,2560,1440,False,Unknown,512,0,2.7,Intel Core i7,Intel HD Graphics,2382.0
Asus,Notebook,15.6,4,Linux,2.0,1920,1080,False,Unknown,256,0,2.5,Intel Core i5,Intel HD Graphics,559.0
Lenovo,Notebook,17.3,8,Windows 10,2.8,1600,900,False,Unknown,0,1000,2.5,AMD,AMD,519.0
Dell,Notebook,15.6,4,Windows 10,2.2,1920,1080,False,Unknown,256,0,1.6,Intel Core i5,AMD,749.0
Lenovo,Ultrabook,12.5,8,Windows 10,1.36,1920,1080,False,IPS Panel,256,0,2.5,Intel Core i5,Intel HD Graphics,1429.0
Lenovo,Notebook,15.6,4,Windows 10,2.2,1920,1080,False,Unknown,128,0,1.1,Intel Other,Intel HD Graphics,349.0
HP,Gaming,15.6,8,Windows 10,2.2,1920,1080,False,IPS Panel,128,1000,2.8,Intel Core i7,Nvidia GTX,1099.0
Dell,Notebook,14.0,8,Windows 10,1.64,1920,1080,False,Unknown,256,0,2.8,Intel Core i5,Nvidia GeForce,1179.0
Acer,Notebook,15.6,4,Linux,2.4,1366,768,False,Unknown,0,500,2.5,Intel Core i5,Intel HD Graphics,441.8
Dell,Workstation,15.6,8,Windows 10,2.23,1920,1080,False,Unknown,64,1000,3.0,Intel Other,Nvidia Quadro,1993.0
MSI,Gaming,15.6,8,Windows 10,2.2,1920,1080,False,Unknown,256,0,2.5,Intel Core i5,Nvidia GTX,1027.74
Microsoft,Ultrabook,13.5,16,Windows 10 S,1.25,2256,1504,True,Unknown,512,0,2.5,Intel Core i7,Intel Iris,2589.0
HP,Notebook,15.6,8,Windows 10,1.91,1366,768,False,Unknown,128,0,2.5,Intel Core i5,Intel HD Graphics,589.0
Dell,Workstation,15.6,16,Windows 10,2.17,1920,1080,False,IPS Panel,256,0,2.7,Intel Core i7,Nvidia Quadro,1975.0
HP,Workstation,15.6,8,Windows 10,2.31,1920,1080,False,IPS Panel,512,0,2.9,Intel Core i7,Intel HD Graphics,1534.0
Lenovo,Notebook,14.0,8,Windows 10,1.65,1920,1080,False,Unknown,256,0,2.5,Intel Core i5,Intel HD Graphics,1345.0
Dell,Notebook,15.6,8,Windows 10,2.36,1920,1080,False,Unknown,128,1000,1.8,Intel Core i7,AMD,979.0
Dell,2 in 1 Convertible,11.6,4,Windows 10,1.47,1366,768,True,Unknown,0,500,1.6,Intel Other,Intel HD Graphics,479.0
Dell,Notebook,17.3,8,Windows 10,4.42,1920,1080,False,IPS Panel,0,1000,2.7,Intel Core i7,Nvidia GTX,2046.0
Microsoft,Ultrabook,13.5,4,Windows 10 S,1.252,2256,1504,True,Unknown,128,0,2.2,Intel Other,Intel HD Graphics,989.0
Microsoft,Ultrabook,13.5,8,Windows 10 S,1.25,2256,1504,True,Unknown,256,0,2.5,Intel Core i7,Intel Iris,1799.0
HP,Notebook,17.3,8,Windows 10,2.5,1600,900,False,Unknown,256,0,2.0,Intel Core i3,Intel HD Graphics,639.9
Acer,Notebook,15.6,4,Windows 10,2.23,1920,1080,False,Unknown,0,1000,2.0,Intel Core i3,Nvidia GeForce,544.0
Acer,Netbook,11.6,4,Windows 10,1.4,1366,768,False,Unknown,128,0,1.6,Intel Other,Intel HD Graphics,435.0
Asus,Notebook,15.6,8,Windows 10,2.37,1920,1080,False,Unknown,0,1000,2.5,Intel Core i5,Intel HD Graphics,749.0
Lenovo,Notebook,14.0,8,No OS,1.5,1920,1080,False,IPS Panel,512,0,2.7,Intel Core i7,AMD,799.0
Lenovo,Notebook,15.6,8,Windows 10,2.67,1920,1080,False,Unknown,256,0,2.9,Intel Core i7,Nvidia Quadro,2090.0
Asus,Notebook,15.6,4,Windows 10,2.0,1366,768,False,Unknown,0,500,1.1,Intel Other,Intel HD Graphics,304.0
Acer,Notebook,15.6,4,Windows 10,2.2,1366,768,False,Unknown,0,500,2.0,Intel Core i3,Nvidia GTX,469.0
Dell,Notebook,15.6,8,Windows 10,2.02,1920,1080,False,Unknown,0,2000,1.6,Intel Core i5,AMD,759.0
HP,Gaming,17.3,12,Windows 10,3.78,1920,1080,False,IPS Panel,0,1000,2.8,Intel Core i7,Nvidia GTX,1699.0
Lenovo,Ultrabook,14.0,12,Windows 10,1.4,2560,1440,False,IPS Panel,256,0,2.6,Intel Core i7,Intel HD Graphics,1858.0
HP,2 in 1 Convertible,13.3,8,Windows 10,1.29,3840,2160,True,IPS Panel,512,0,1.8,Intel Core i7,Intel HD Graphics,1999.0
HP,Notebook,15.6,8,Windows 10,1.9,1920,1080,False,Unknown,0,500,2.5,Intel Core i5,AMD,1154.0
Google,Ultrabook,12.3,8,Chrome OS,1.1,2400,1600,True,Unknown,128,0,1.2,Intel Core i5,Intel HD Graphics,1275.0
Dell,Ultrabook,13.3,8,Windows 10,1.42,1920,1080,True,Unknown,256,0,1.6,Intel Core i5,Intel HD Graphics,1841.85
Asus,Notebook,15.6,12,Windows 10,2.06,3840,2160,False,IPS Panel,128,1000,2.6,Intel Core i7,Intel HD Graphics,1299.0
Dell,Notebook,14.0,8,Windows 10,1.79,1366,768,False,Unknown,128,0,2.3,Intel Core i3,Intel HD Graphics,740.0
Dell,Workstation,15.6,8,Windows 10,1.78,1920,1080,False,Unknown,256,0,2.8,Intel Core i7,Nvidia Quadro,2408.0
Lenovo,Notebook,14.0,8,Windows 10,1.7,1920,1080,False,Unknown,180,0,2.5,Intel Core i5,Intel HD Graphics,1364.0
Dell,Notebook,15.6,8,Windows 10,2.2,1920,1080,False,Unknown,0,1000,1.6,Intel Core i5,AMD,675.0
Toshiba,Notebook,13.3,8,Windows 10,1.05,1920,1080,False,IPS Panel,256,0,2.5,Intel Core i5,Intel HD Graphics,1672.0
Dell,Notebook,15.6,8,Windows 10,2.16,1920,1080,False,IPS Panel,512,0,1.8,Intel Core i7,Nvidia GeForce,1262.0
Dell,Notebook,15.6,4,Windows 10,2.18,1366,768,False,Unknown,0,1000,2.4,Intel Core i3,Intel HD Graphics,586.6
HP,Notebook,13.3,4,Windows 10,1.49,1920,1080,False,IPS Panel,128,0,1.6,Intel Core i5,Intel HD Graphics,726.0
Chuwi,Notebook,15.6,4,Windows 10,1.89,1920,1080,False,Unknown,64,0,1.44,Intel Other,Intel HD Graphics,248.9
Lenovo,Notebook,15.6,4,Windows 10,2.3,1366,768,False,Unknown,128,0,2.0,Intel Core i3,Intel HD Graphics,565.0
Lenovo,Notebook,14.0,8,Windows 10,1.75,1920,1080,False,IPS Panel,256,0,1.6,Intel Core i5,Intel HD Graphics,1049.0
Dell,Workstation,15.6,16,Windows 10,2.17,1920,1080,False,IPS Panel,512,0,2.7,Intel Core i7,Nvidia Quadro,2338.0
Dell,Notebook,15.6,16,Windows 10,2.06,1920,1080,False,Unknown,512,0,2.8,Intel Core i7,Nvidia GTX,1899.0
Lenovo,Ultrabook,12.5,16,Windows 10,1.36,1920,1080,False,IPS Panel,512,0,2.7,Intel Core i7,Intel HD Graphics,1798.0
Asus,Ultrabook,12.5,16,Windows 10,0.91,1920,1080,False,Unknown,512,0,2.7,Intel Core i7,Intel HD Graphics,1950.0
Lenovo,Notebook,15.6,8,Windows 10,2.3,1920,1080,False,IPS Panel,256,0,2.5,Intel Core i5,Nvidia GeForce,1011.99
Toshiba,Ultrabook,13.3,32,Windows 10,1.05,1920,1080,True,Unknown,512,0,2.7,Intel Core i7,Intel HD Graphics,2799.0
Asus,Gaming,15.6,8,Windows 10,1.99,1920,1080,False,Unknown,128,1000,2.8,Intel Core i7,Nvidia GTX,1350.0
Acer,Notebook,15.6,8,Windows 10,2.2,1366,768,False,Unknown,0,1000,2.5,AMD,AMD,579.0
Asus,Gaming,17.3,24,Windows 10,4.33,1920,1080,True,IPS Panel,256,1000,2.6,Intel Core i7,Nvidia GTX,1269.0
Lenovo,Ultrabook,12.5,8,Windows 10,1.3,1366,768,False,IPS Panel,180,0,2.3,Intel Core i5,Intel HD Graphics,1099.0
Lenovo,Notebook,15.6,8,Windows 10,2.17,1920,1080,False,Unknown,256,0,1.8,Intel Core i7,Intel HD Graphics,898.9
HP,Notebook,14.0,8,Windows 10,1.48,1920,1080,False,Unknown,1000,0,2.8,Intel Core i7,Intel HD Graphics,1749.0
Lenovo,Notebook,13.3,8,Windows 10,1.4,1920,1080,False,IPS Panel,256,0,2.4,Intel Core i3,Intel HD Graphics,949.0
Lenovo,Notebook,15.6,8,Windows 10,2.3,1920,1080,False,IPS Panel,256,0,2.5,Intel Core i5,Intel HD Graphics,911.0
Asus,Netbook,11.6,4,Windows 10 S,1.2,1366,768,False,Unknown,64,0,1.1,Intel Other,Intel HD Graphics,340.0
HP,Notebook,15.6,8,Windows 10,1.91,1366,768,False,Unknown,256,0,2.5,Intel Core i5,AMD,618.99
Lenovo,2 in 1 Convertible,13.9,8,Windows 10,1.4,1920,1080,True,IPS Panel,256,0,1.6,Intel Core i5,Intel HD Graphics,1599.0
Lenovo,Notebook,14.0,4,Windows 10,2.1,1366,768,False,Unknown,0,500,1.1,Intel Other,Intel HD Graphics,299.0
Lenovo,Netbook,11.6,4,Chrome OS,1.25,1366,768,False,Unknown,16,0,1.6,Intel Other,Intel HD Graphics,265.0
Lenovo,Notebook,13.3,8,Windows 10,1.44,1920,1080,False,Unknown,256,0,2.5,Intel Core i5,Intel HD Graphics,949.0
Asus,Notebook,15.6,8,Windows 10,2.0,1920,1080,False,Unknown,256,1000,2.7,Intel Core i7,Intel HD Graphics,1224.0
Acer,Notebook,15.6,4,Windows 10,2.2,1920,1080,False,IPS Panel,0,1000,1.6,Intel Core i5,Nvidia GeForce,613.0
HP,Ultrabook,13.3,8,Windows 10,1.34,1920,1080,False,IPS Panel,512,0,2.7,Intel Core i7,Intel HD Graphics,1323.0
Lenovo,Gaming,15.6,8,No OS,2.4,1920,1080,False,IPS Panel,256,1000,2.8,Intel Core i7,Nvidia GTX,1149.0
Dell,Ultrabook,13.3,8,Windows 10,1.29,1920,1080,True,IPS Panel,128,0,2.5,Intel Core i5,Intel HD Graphics,899.0
Acer,Notebook,15.6,4,Windows 10,2.2,1920,1080,False,Unknown,0,500,2.7,Intel Core i7,Nvidia GeForce,639.0
Dell,Notebook,15.6,8,Windows 10,2.18,1920,1080,False,Unknown,0,1000,2.5,Intel Core i5,Intel HD Graphics,836.0
Dell,Notebook,15.6,16,Windows 10,2.2,1920,1080,False,Unknown,256,2000,1.8,Intel Core i7,AMD,1219.24
Xiaomi,Notebook,15.6,16,No OS,1.95,1920,1080,False,IPS Panel,256,0,1.8,Intel Core i7,Nvidia GeForce,1399.95
Asus,Netbook,11.6,2,Windows 10,1.1,1366,768,False,Unknown,32,0,1.1,Intel Other,Intel HD Graphics,245.0
HP,Notebook,15.6,4,Windows 10,2.04,1366,768,True,Unknown,0,1000,1.6,Intel Core i5,Intel HD Graphics,521.47
Asus,Gaming,15.6,24,Windows 10,2.24,1920,1080,False,Unknown,512,0,2.8,Intel Core i7,Nvidia GTX,2968.0
HP,Notebook,15.6,8,Windows 10,2.04,1920,1080,False,Unknown,256,0,2.5,Intel Core i5,Nvidia GeForce,889.0
Asus,Gaming,17.3,16,Windows 10,3.0,1920,1080,False,Unknown,256,1000,2.8,Intel Core i7,Nvidia GTX,1504.0
Lenovo,Gaming,15.6,8,Windows 10,3.2,1920,1080,False,IPS Panel,256,1000,2.8,Intel Core i7,Nvidia GTX,1399.0
HP,Ultrabook,13.3,8,Windows 10,1.32,1920,1080,False,IPS Panel,256,0,2.7,Intel Core i7,Intel HD Graphics,1399.0
Dell,Notebook,14.0,8,Windows 10,1.64,1920,1080,False,Unknown,256,0,2.6,Intel Core i5,Intel HD Graphics,1279.73
HP,Notebook,15.6,4,Windows 10,1.63,1366,768,False,Unknown,128,0,2.0,Intel Core i3,Intel HD Graphics,689.0
Dell,Notebook,17.3,8,Linux,2.8,1920,1080,False,IPS Panel,128,1000,1.6,Intel Core i5,AMD,889.0
Lenovo,Notebook,14.0,8,Windows 7,2.02,1920,1080,False,Unknown,256,0,2.3,Intel Core i5,Intel HD Graphics,1340.0
Lenovo,Notebook,15.6,4,Windows 10,2.2,1920,1080,False,Unknown,0,1000,2.7,Intel Core i7,Nvidia GeForce,799.0
Lenovo,Notebook,15.6,8,No OS,2.2,1366,768,False,Unknown,0,2000,2.0,Intel Core i3,Nvidia GeForce,459.0
Dell,Notebook,15.6,4,Windows 10,2.3,1920,1080,False,Unknown,0,500,2.5,Intel Core i5,AMD,585.0
Dell,Notebook,15.6,8,Windows 10,1.9,1920,1080,False,Unknown,256,0,2.8,Intel Core i5,Intel HD Graphics,1377.0
Dell,Gaming,17.3,16,Windows 10,4.42,1920,1080,False,IPS Panel,128,1000,2.8,Intel Core i7,Nvidia GTX,3012.77
Toshiba,Notebook,15.6,8,Windows 10,2.0,1920,1080,False,IPS Panel,0,500,2.5,Intel Core i5,Intel HD Graphics,860.0
Asus,Notebook,15.6,8,Windows 10,2.0,3840,2160,False,IPS Panel,256,1000,2.7,Intel Core i7,Nvidia GTX,1299.0
Mediacom,Notebook,13.3,4,Windows 10,1.2,1920,1080,False,IPS Panel,32,0,1.1,Intel Other,Intel HD Graphics,369.0
Asus,Gaming,15.6,8,Windows 10,2.3,1920,1080,False,IPS Panel,128,1000,2.5,Intel Core i5,Nvidia GTX,1649.0
Dell,Notebook,15.6,8,Windows 10,1.93,1920,1080,False,Unknown,256,0,2.8,Intel Core i7,Nvidia GeForce,1369.0
Dell,Notebook,15.6,8,Windows 10,2.2,1920,1080,False,Unknown,256,0,1.6,Intel Core i5,AMD,797.41
HP,Notebook,15.6,4,Windows 10,1.86,1920,1080,False,Unknown,256,0,1.6,Intel Other,Intel HD Graphics,398.99
HP,Gaming,17.3,12,Windows 10,2.62,1920,1080,False,Unknown,0,1000,2.8,Intel Core i7,Nvidia GTX,1799.0
Lenovo,Notebook,14.0,8,Windows 10,1.87,1920,1080,False,IPS Panel,256,0,2.7,Intel Core i7,Nvidia GeForce,859.0
Dell,Ultrabook,13.3,8,Windows 10,1.2,3200,1800,True,Unknown,256,0,1.8,Intel Core i7,Intel HD Graphics,1399.0
Dell,Notebook,14.0,4,Windows 10,1.6,1920,1080,False,Unknown,128,0,2.0,Intel Core i3,Intel HD Graphics,735.87
HP,Ultrabook,13.3,8,Windows 10,1.34,3200,1800,False,IPS Panel,256,0,2.7,Intel Core i7,Intel HD Graphics,1145.0
Acer,Gaming,15.6,8,Linux,2.4,1920,1080,False,Unknown,0,1000,2.5,Intel Core i5,Nvidia GTX,798.0
Asus,Notebook,15.6,4,Windows 10,2.0,1366,768,False,Unknown,0,500,1.8,AMD,AMD,349.0
HP,Notebook,15.6,4,Windows 10,2.1,1920,1080,False,Unknown,128,0,2.4,Intel Core i3,Intel HD Graphics,705.5
Lenovo,Notebook,14.0,4,Windows 10,1.87,1920,1080,False,Unknown,0,500,2.5,Intel Core i5,Intel HD Graphics,785.0
Lenovo,Notebook,15.6,4,No OS,2.15,1920,1080,False,Unknown,0,1000,2.3,Intel Core i5,Intel HD Graphics,462.35
HP,Notebook,15.6,4,Windows 10,1.86,1920,1080,False,Unknown,0,500,2.0,Intel Core i3,Intel HD Graphics,397.0
Lenovo,Notebook,15.6,8,Windows 10,1.99,1920,1080,False,IPS Panel,512,0,2.7,Intel Core i7,Intel HD Graphics,1729.0
Lenovo,Notebook,15.6,4,Windows 10,2.2,1920,1080,False,Unknown,128,0,2.0,Intel Core i3,Intel HD Graphics,499.0
Dell,Notebook,15.6,8,Windows 10,1.9,1920,1080,False,Unknown,256,0,2.5,Intel Core i5,Intel HD Graphics,1116.99
Dell,Gaming,17.3,16,Windows 10,4.42,1920,1080,False,IPS Panel,256,1000,2.8,Intel Core i7,Nvidia GTX,2699.0
HP,Notebook,17.3,8,Windows 10,2.65,1600,900,False,Unknown,0,1000,2.0,Intel Core i3,Intel HD Graphics,544.15
HP,Notebook,17.3,8,Windows 10,2.63,1920,1080,False,Unknown,0,1000,2.7,Intel Core i7,Nvidia GeForce,1280.0
Asus,Notebook,15.6,4,Linux,2.0,1366,768,False,Unknown,0,500,1.1,Intel Other,Intel HD Graphics,224.0
Mediacom,Notebook,13.3,4,Windows 10,1.35,1920,1080,False,IPS Panel,32,0,1.44,Intel Other,Intel HD Graphics,255.0
Lenovo,Notebook,17.3,6,Windows 10,2.8,1600,900,False,Unknown,128,1000,2.7,Intel Core i7,Nvidia GeForce,949.0
HP,Notebook,15.6,6,Windows 10,1.91,1920,1080,False,IPS Panel,128,0,2.5,AMD,AMD,568.9
Dell,Notebook,15.6,4,Windows 10,2.18,1366,768,False,Unknown,0,1000,2.0,Intel Core i3,AMD,617.9
Acer,2 in 1 Convertible,11.6,4,Windows 10,1.25,1920,1080,True,IPS Panel,32,0,2.0,Intel Other,Intel HD Graphics,349.0
Lenovo,Notebook,15.6,4,Windows 10,2.05,1920,1080,False,Unknown,128,0,2.7,Intel Core i3,Intel HD Graphics,630.0
HP,Ultrabook,13.3,16,Windows 10,1.16,3200,1800,True,IPS Panel,512,0,1.2,Intel Other,Intel HD Graphics,1965.0
Lenovo,Notebook,17.3,8,Windows 10,3.4,1920,1080,False,IPS Panel,256,0,2.8,Intel Core i7,Nvidia Quadro,2999.0
Asus,Notebook,15.6,8,Windows 10,2.5,1920,1080,False,Unknown,128,1000,2.5,Intel Core i5,Nvidia GTX,839.0
Dell,Ultrabook,13.3,8,Windows 10,1.21,3840,2160,True,IPS Panel,128,0,1.6,Intel Core i5,Intel HD Graphics,1599.0
Dell,Notebook,15.6,4,Windows 10,1.93,1366,768,False,Unknown,0,500,2.6,Intel Core i5,Intel HD Graphics,959.0
Fujitsu,Notebook,15.6,8,Windows 10,2.2,1366,768,False,Unknown,0,1000,2.5,Intel Core i5,Intel HD Graphics,739.0
Lenovo,Notebook,15.6,4,Windows 10,2.2,1920,1080,False,Unknown,0,500,1.1,Intel Other,Intel HD Graphics,344.0
Lenovo,Notebook,14.0,4,Windows 10,2.02,1366,768,False,Unknown,0,500,2.5,Intel Core i5,Intel HD Graphics,990.0
HP,Workstation,17.3,8,Windows 10,3.14,1600,900,False,Unknown,0,500,2.8,Intel Core i5,Nvidia Quadro,1860.99
HP,Notebook,14.0,8,Windows 10,1.94,1366,768,False,Unknown,0,2000,1.6,Intel Other,Intel HD Graphics,389.0
HP,Notebook,15.6,6,Windows 10,1.95,1920,1080,False,IPS Panel,256,0,3.0,AMD,AMD,649.0
Lenovo,Notebook,15.6,8,Windows 10,2.3,1920,1080,False,Unknown,256,0,2.5,Intel Core i5,Intel HD Graphics,830.0
Lenovo,Notebook,15.6,4,Windows 10,2.05,1920,1080,False,Unknown,0,500,1.6,Intel Core i5,Intel HD Graphics,685.0
Mediacom,Notebook,14.0,4,Windows 10,1.4,1920,1080,False,Unknown,32,0,1.44,Intel Other,Intel HD Graphics,249.0
Toshiba,Ultrabook,14.0,16,Windows 10,1.24,1920,1080,True,Unknown,512,0,2.7,Intel Core i7,Intel HD Graphics,1865.0
Lenovo,Gaming,17.3,32,Windows 10,4.6,1920,1080,False,IPS Panel,256,1000,2.7,Intel Core i7,Nvidia GTX,2663.0
MSI,Gaming,17.3,16,Windows 10,4.14,1920,1080,False,Unknown,512,1000,2.9,Intel Core i7,Nvidia GTX,2729.0
Dell,Notebook,15.6,8,Linux,2.2,1920,1080,False,Unknown,256,0,2.7,Intel Core i7,AMD,749.01
Mediacom,Notebook,14.0,4,Windows 10,1.45,1920,1080,False,IPS Panel,32,0,1.1,Intel Other,Intel HD Graphics,389.0
Dell,Notebook,15.6,8,Windows 10,1.9,1366,768,False,Unknown,0,500,2.6,Intel Core i5,Intel HD Graphics,1008.52
HP,Notebook,13.3,4,Windows 10,1.49,1920,1080,False,Unknown,128,0,2.4,Intel Core i3,Intel HD Graphics,719.0
Dell,Notebook,15.6,16,Windows 10,1.93,1920,1080,False,Unknown,256,0,2.8,Intel Core i7,Nvidia GeForce,1537.39
Dell,Netbook,11.6,4,Chrome OS,1.26,1366,768,False,Unknown,16,0,1.6,Intel Other,Intel HD Graphics,295.0
MSI,Gaming,17.3,16,Windows 10,4.5,1920,1080,False,Unknown,128,1000,2.7,Intel Core i7,Nvidia GTX,2349.0
HP,Gaming,17.3,16,Windows 10,3.78,1920,1080,False,IPS Panel,256,1000,2.8,Intel Core i7,Nvidia GTX,1498.0
Lenovo,Ultrabook,14.0,12,Windows 10,1.4,1920,1080,False,IPS Panel,256,0,2.6,Intel Core i7,Intel HD Graphics,1673.0
Lenovo,Notebook,15.6,12,Windows 10,2.2,1366,768,True,Unknown,0,1000,1.8,Intel Core i7,Intel HD Graphics,609.0
Asus,Gaming,17.3,8,Windows 10,2.73,1920,1080,False,IPS Panel,128,1000,2.5,Intel Core i5,Nvidia GTX,1770.0
Asus,2 in 1 Convertible,15.6,8,Windows 10,2.2,1366,768,True,Unknown,0,1000,2.5,Intel Core i5,Intel HD Graphics,739.0
Lenovo,Notebook,15.6,12,Windows 10,2.2,1920,1080,False,Unknown,512,0,3.6,AMD,AMD,949.0
Dell,2 in 1 Convertible,11.6,4,Windows 10,1.39,1366,768,True,Unknown,128,0,1.0,Intel Other,Intel HD Graphics,603.0
Samsung,Notebook,15.6,16,Windows 10,2.5,1920,1080,False,Unknown,128,1000,2.8,Intel Core i7,Nvidia GTX,1699.0
Lenovo,Notebook,17.3,4,No OS,2.8,1920,1080,False,Unknown,0,500,2.0,Intel Core i3,Intel HD Graphics,529.0
Lenovo,Notebook,15.6,8,Windows 10,2.29,1366,768,False,Unknown,0,1000,2.3,Intel Core i3,Intel HD Graphics,459.0
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,1920,1080,True,IPS Panel,512,0,2.7,Intel Core i7,Intel HD Graphics,2025.0
Lenovo,Notebook,14.0,8,Windows 10,1.7,1920,1080,False,IPS Panel,256,0,2.5,Intel Core i5,Intel HD Graphics,1474.0
Dell,2 in 1 Convertible,12.5,8,Windows 10,1.34,1920,1080,True,Unknown,256,0,2.5,Intel Core i5,Intel HD Graphics,1670.0
Dell,Workstation,15.6,8,Windows 10,2.06,1920,1080,True,Unknown,256,0,2.8,Intel Core i7,Nvidia Quadro,1763.0
HP,Notebook,15.6,8,Windows 10,1.84,1920,1080,False,Unknown,256,0,2.7,Intel Core i7,Intel HD Graphics,1219.0
HP,Notebook,15.6,4,Windows 10,2.1,1366,768,False,Unknown,0,500,2.4,Intel Core i3,Intel HD Graphics,668.48
Acer,Notebook,14.0,4,Windows 10,1.6,1920,1080,False,Unknown,32,0,1.1,Intel Other,Intel HD Graphics,329.0
MSI,Gaming,17.3,16,Windows 10,4.14,1920,1080,False,Unknown,128,1000,2.7,Intel Core i7,Nvidia GTX,2199.0
Dell,Notebook,15.6,4,Linux,2.18,1366,768,False,Unknown,0,1000,2.0,Intel Core i3,AMD,465.0
MSI,Gaming,15.6,16,Windows 10,1.8,3840,2160,False,Unknown,256,2000,2.8,Intel Core i7,Nvidia GTX,2299.0
Toshiba,Notebook,15.6,8,Windows 10,2.2,1920,1080,False,IPS Panel,256,0,2.5,Intel Core i7,Intel HD Graphics,1399.0
